106.38.241.egd,2017-06-30 00:00:12,2017-06-30 00:00:12,1,1 
128.199.163.fgg,2017-06-30 00:00:12,2017-06-30 00:00:12,1,2 
37.220.8.bbi,2017-06-30 00:00:12,2017-06-30 00:00:12,1,1 
72.67.52.ceb,2017-06-30 00:00:12,2017-06-30 00:00:12,1,1 
74.201.83.ech,2017-06-30 00:00:12,2017-06-30 00:00:12,1,1 
34.205.161.abh,2017-06-30 00:00:02,2017-06-30 00:00:13,12,91 
144.230.191.dgd,2017-06-30 00:00:13,2017-06-30 00:00:13,1,1 
204.101.161.fcg,2017-06-30 00:00:13,2017-06-30 00:00:13,1,1 
52.21.42.haa,2017-06-30 00:00:13,2017-06-30 00:00:13,1,1 
180.76.15.jda,2017-06-30 00:00:07,2017-06-30 00:00:15,9,3 
204.52.175.jdd,2017-06-30 00:00:11,2017-06-30 00:00:15,5,28 
167.219.0.egd,2017-06-30 00:00:15,2017-06-30 00:00:15,1,1 
54.172.238.ech,2017-06-30 00:00:15,2017-06-30 00:00:15,1,1 
72.47.244.jda,2017-06-30 00:00:06,2017-06-30 00:00:16,11,6 
180.76.15.jcf,2017-06-30 00:00:11,2017-06-30 00:00:16,6,2 
173.251.67.bid,2017-06-30 00:00:15,2017-06-30 00:00:16,2,3 
54.152.30.bij,2017-06-30 00:00:16,2017-06-30 00:00:16,1,1 
17.133.2.ihf,2017-06-30 00:00:17,2017-06-30 00:00:17,1,1 
17.133.3.efj,2017-06-30 00:00:17,2017-06-30 00:00:17,1,1 
65.55.210.ecg,2017-06-30 00:00:17,2017-06-30 00:00:17,1,1 
67.225.243.djb,2017-06-30 00:00:01,2017-06-30 00:00:18,18,115 
46.229.168.fef,2017-06-30 00:00:12,2017-06-30 00:00:18,7,2 
141.160.13.ihd,2017-06-30 00:00:17,2017-06-30 00:00:18,2,2 
204.8.150.fha,2017-06-30 00:00:17,2017-06-30 00:00:18,2,2 
23.123.246.aef,2017-06-30 00:00:17,2017-06-30 00:00:18,2,2 
17.125.80.cah,2017-06-30 00:00:18,2017-06-30 00:00:18,1,1 
180.76.15.fjf,2017-06-30 00:00:18,2017-06-30 00:00:18,1,1 
192.99.55.cah,2017-06-30 00:00:18,2017-06-30 00:00:18,1,1 
70.32.112.aab,2017-06-30 00:00:02,2017-06-30 00:00:19,18,154 
208.87.238.gge,2017-06-30 00:00:16,2017-06-30 00:00:19,4,2 
50.232.66.bid,2017-06-30 00:00:19,2017-06-30 00:00:19,1,1 
52.90.9.ecg,2017-06-30 00:00:19,2017-06-30 00:00:19,1,1 
73.137.105.cjj,2017-06-30 00:00:01,2017-06-30 00:00:20,20,2 
96.127.52.gig,2017-06-30 00:00:19,2017-06-30 00:00:20,2,6 
192.159.160.aag,2017-06-30 00:00:20,2017-06-30 00:00:20,1,1 
38.125.122.jde,2017-06-30 00:00:20,2017-06-30 00:00:20,1,1 
66.37.253.bgd,2017-06-30 00:00:20,2017-06-30 00:00:20,1,1 
69.191.211.caa,2017-06-30 00:00:20,2017-06-30 00:00:20,1,1 
185.46.212.iei,2017-06-30 00:00:15,2017-06-30 00:00:21,7,3 
17.133.6.eff,2017-06-30 00:00:21,2017-06-30 00:00:21,1,1 
180.76.15.bji,2017-06-30 00:00:21,2017-06-30 00:00:21,1,1 
180.76.15.jde,2017-06-30 00:00:21,2017-06-30 00:00:21,1,1 
52.26.111.bji,2017-06-30 00:00:14,2017-06-30 00:00:22,9,56 
17.142.142.beh,2017-06-30 00:00:22,2017-06-30 00:00:22,1,1 
107.178.195.bjg,2017-06-30 00:00:02,2017-06-30 00:00:23,22,12 
107.178.195.eff,2017-06-30 00:00:02,2017-06-30 00:00:23,22,7 
107.178.195.gge,2017-06-30 00:00:02,2017-06-30 00:00:23,22,16 
45.55.8.bdh,2017-06-30 00:00:09,2017-06-30 00:00:23,15,10 
17.133.3.beh,2017-06-30 00:00:23,2017-06-30 00:00:23,1,1 
17.133.7.hbf,2017-06-30 00:00:23,2017-06-30 00:00:23,1,1 
199.67.131.bgd,2017-06-30 00:00:23,2017-06-30 00:00:23,1,1 
46.229.168.fjc,2017-06-30 00:00:23,2017-06-30 00:00:23,1,1 
70.90.69.aag,2017-06-30 00:00:25,2017-06-30 00:00:25,1,1 
73.207.216.haa,2017-06-30 00:00:25,2017-06-30 00:00:25,1,1 
216.52.10.bcj,2017-06-30 00:00:26,2017-06-30 00:00:26,1,1 
180.76.15.jdj,2017-06-30 00:00:10,2017-06-30 00:00:27,18,3 
129.196.226.bgd,2017-06-30 00:00:27,2017-06-30 00:00:27,1,1 
180.76.15.gha,2017-06-30 00:00:27,2017-06-30 00:00:27,1,1 
80.12.81.ebg,2017-06-30 00:00:27,2017-06-30 00:00:27,1,1 
209.170.214.gai,2017-06-30 00:00:01,2017-06-30 00:00:28,28,4 
162.243.71.fcf,2017-06-30 00:00:06,2017-06-30 00:00:28,23,87 
35.160.149.dgd,2017-06-30 00:00:11,2017-06-30 00:00:28,18,108 
218.30.103.eef,2017-06-30 00:00:18,2017-06-30 00:00:28,11,2 
199.107.45.dif,2017-06-30 00:00:28,2017-06-30 00:00:28,1,1 
38.117.200.bji,2017-06-30 00:00:28,2017-06-30 00:00:28,1,1 
52.39.165.ejd,2017-06-30 00:00:28,2017-06-30 00:00:28,1,4 
74.208.74.aef,2017-06-30 00:00:03,2017-06-30 00:00:29,27,95 
17.133.6.gif,2017-06-30 00:00:29,2017-06-30 00:00:29,1,1 
34.203.38.fgi,2017-06-30 00:00:29,2017-06-30 00:00:29,1,1 
75.105.72.fib,2017-06-30 00:00:00,2017-06-30 00:00:30,31,19 
70.35.42.bhj,2017-06-30 00:00:09,2017-06-30 00:00:30,22,87 
66.185.161.bic,2017-06-30 00:00:23,2017-06-30 00:00:30,8,2 
106.38.241.jbh,2017-06-30 00:00:26,2017-06-30 00:00:30,5,2 
162.218.136.cjj,2017-06-30 00:00:29,2017-06-30 00:00:30,2,8 
63.243.252.eci,2017-06-30 00:00:30,2017-06-30 00:00:30,1,1 
147.75.199.jbj,2017-06-30 00:00:28,2017-06-30 00:00:31,4,116 
173.196.141.gig,2017-06-30 00:00:30,2017-06-30 00:00:31,2,2 
189.168.212.def,2017-06-30 00:00:31,2017-06-30 00:00:31,1,1 
34.230.36.hhj,2017-06-30 00:00:31,2017-06-30 00:00:31,1,1 
54.197.165.chj,2017-06-30 00:00:02,2017-06-30 00:00:32,31,4 
182.74.116.cac,2017-06-30 00:00:06,2017-06-30 00:00:32,27,3 
123.126.113.jgj,2017-06-30 00:00:22,2017-06-30 00:00:32,11,2 
180.76.15.dff,2017-06-30 00:00:33,2017-06-30 00:00:33,1,2 
54.82.22.aag,2017-06-30 00:00:33,2017-06-30 00:00:33,1,1 
38.94.157.hbh,2017-06-30 00:00:13,2017-06-30 00:00:34,22,2 
50.23.71.fha,2017-06-30 00:00:32,2017-06-30 00:00:34,3,3 
65.99.237.iei,2017-06-30 00:00:02,2017-06-30 00:00:35,34,298 
114.222.130.aej,2017-06-30 00:00:24,2017-06-30 00:00:35,12,2 
174.47.193.def,2017-06-30 00:00:33,2017-06-30 00:00:35,3,2 
46.229.168.jga,2017-06-30 00:00:35,2017-06-30 00:00:35,1,1 
155.64.23.eja,2017-06-30 00:00:04,2017-06-30 00:00:36,33,4 
50.90.122.ach,2017-06-30 00:00:23,2017-06-30 00:00:36,14,2 
96.83.83.hji,2017-06-30 00:00:36,2017-06-30 00:00:36,1,1 
107.142.44.fca,2017-06-30 00:00:10,2017-06-30 00:00:37,28,5 
180.76.15.fbb,2017-06-30 00:00:10,2017-06-30 00:00:37,28,2 
98.248.84.gjj,2017-06-30 00:00:36,2017-06-30 00:00:37,2,2 
104.133.2.jig,2017-06-30 00:00:37,2017-06-30 00:00:37,1,1 
106.38.241.bff,2017-06-30 00:00:31,2017-06-30 00:00:38,8,2 
111.93.160.fdf,2017-06-30 00:00:31,2017-06-30 00:00:38,8,3 
46.229.168.geh,2017-06-30 00:00:34,2017-06-30 00:00:38,5,2 
198.134.52.efi,2017-06-30 00:00:35,2017-06-30 00:00:38,4,2 
38.105.172.jdd,2017-06-30 00:00:36,2017-06-30 00:00:38,3,2 
104.226.4.eda,2017-06-30 00:00:38,2017-06-30 00:00:38,1,1 
180.76.15.abf,2017-06-30 00:00:38,2017-06-30 00:00:38,1,1 
68.23.253.bbb,2017-06-30 00:00:38,2017-06-30 00:00:38,1,1 
69.16.221.ecb,2017-06-30 00:00:02,2017-06-30 00:00:39,38,186 
78.41.194.igj,2017-06-30 00:00:12,2017-06-30 00:00:39,28,289 
180.76.15.fcg,2017-06-30 00:00:04,2017-06-30 00:00:40,37,6 
159.255.167.jad,2017-06-30 00:00:40,2017-06-30 00:00:40,1,1 
180.76.15.aca,2017-06-30 00:00:40,2017-06-30 00:00:40,1,1 
64.140.243.cgg,2017-06-30 00:00:33,2017-06-30 00:00:41,9,26 
198.134.52.aej,2017-06-30 00:00:41,2017-06-30 00:00:41,1,1 
24.210.238.caf,2017-06-30 00:00:41,2017-06-30 00:00:41,1,1 
46.229.168.bhj,2017-06-30 00:00:03,2017-06-30 00:00:42,40,3 
121.40.66.bch,2017-06-30 00:00:16,2017-06-30 00:00:42,27,14 
104.129.196.igg,2017-06-30 00:00:42,2017-06-30 00:00:42,1,1 
38.96.141.bbi,2017-06-30 00:00:42,2017-06-30 00:00:42,1,1 
106.38.241.jcd,2017-06-30 00:00:11,2017-06-30 00:00:43,33,2 
180.76.15.gbi,2017-06-30 00:00:44,2017-06-30 00:00:44,1,1 
172.58.168.aba,2017-06-30 00:00:18,2017-06-30 00:00:45,28,2 
198.74.177.aah,2017-06-30 00:00:43,2017-06-30 00:00:45,3,2 
186.80.60.fhc,2017-06-30 00:00:26,2017-06-30 00:00:46,21,2 
34.209.60.bfc,2017-06-30 00:00:45,2017-06-30 00:00:46,2,5 
12.221.96.fhc,2017-06-30 00:00:46,2017-06-30 00:00:46,1,1 
24.113.188.cjj,2017-06-30 00:00:46,2017-06-30 00:00:46,1,1 
98.207.156.dfh,2017-06-30 00:00:46,2017-06-30 00:00:46,1,1 
173.164.151.gbi,2017-06-30 00:00:03,2017-06-30 00:00:47,45,7 
218.232.78.gfj,2017-06-30 00:00:03,2017-06-30 00:00:47,45,168 
38.142.52.iji,2017-06-30 00:00:12,2017-06-30 00:00:47,36,200 
164.106.2.ccg,2017-06-30 00:00:21,2017-06-30 00:00:47,27,2 
108.171.130.ahf,2017-06-30 00:00:47,2017-06-30 00:00:47,1,2 
162.138.210.ggf,2017-06-30 00:00:02,2017-06-30 00:00:48,47,5 
50.116.50.fdf,2017-06-30 00:00:02,2017-06-30 00:00:48,47,56 
107.13.237.jig,2017-06-30 00:00:44,2017-06-30 00:00:48,5,4 
180.76.15.eja,2017-06-30 00:00:46,2017-06-30 00:00:48,3,2 
12.12.171.bid,2017-06-30 00:00:48,2017-06-30 00:00:49,2,2 
107.21.5.jbd,2017-06-30 00:00:49,2017-06-30 00:00:49,1,1 
34.201.25.hhj,2017-06-30 00:00:49,2017-06-30 00:00:49,1,1 
69.191.211.gig,2017-06-30 00:00:20,2017-06-30 00:00:50,31,2 
216.14.33.iji,2017-06-30 00:00:31,2017-06-30 00:00:50,20,2 
70.213.8.jdj,2017-06-30 00:00:47,2017-06-30 00:00:50,4,2 
180.76.15.eag,2017-06-30 00:00:50,2017-06-30 00:00:50,1,1 
206.200.253.bjg,2017-06-30 00:00:50,2017-06-30 00:00:50,1,1 
69.191.211.bcf,2017-06-30 00:00:50,2017-06-30 00:00:50,1,1 
180.76.15.eij,2017-06-30 00:00:18,2017-06-30 00:00:51,34,4 
69.191.211.afh,2017-06-30 00:00:20,2017-06-30 00:00:51,32,2 
69.191.211.bgg,2017-06-30 00:00:20,2017-06-30 00:00:51,32,2 
69.191.211.gge,2017-06-30 00:00:20,2017-06-30 00:00:51,32,2 
69.191.211.jag,2017-06-30 00:00:20,2017-06-30 00:00:51,32,2 
180.76.15.jhd,2017-06-30 00:00:41,2017-06-30 00:00:51,11,2 
17.133.2.ehd,2017-06-30 00:00:51,2017-06-30 00:00:51,1,2 
198.52.97.adj,2017-06-30 00:00:51,2017-06-30 00:00:51,1,2 
180.76.15.iee,2017-06-30 00:00:36,2017-06-30 00:00:52,17,2 
74.83.83.ech,2017-06-30 00:00:46,2017-06-30 00:00:52,7,2 
108.28.83.jje,2017-06-30 00:00:50,2017-06-30 00:00:52,3,2 
108.54.161.fjc,2017-06-30 00:00:50,2017-06-30 00:00:52,3,2 
46.229.168.cfi,2017-06-30 00:00:52,2017-06-30 00:00:52,1,1 
69.18.47.gfa,2017-06-30 00:00:19,2017-06-30 00:00:53,35,218 
202.155.246.gjj,2017-06-30 00:00:48,2017-06-30 00:00:53,6,2 
5.255.250.bji,2017-06-30 00:00:53,2017-06-30 00:00:53,1,1 
107.178.195.aag,2017-06-30 00:00:02,2017-06-30 00:00:54,53,14 
107.178.195.chj,2017-06-30 00:00:02,2017-06-30 00:00:54,53,15 
107.178.195.djc,2017-06-30 00:00:02,2017-06-30 00:00:54,53,8 
129.217.232.eij,2017-06-30 00:00:54,2017-06-30 00:00:54,1,2 
34.227.92.cic,2017-06-30 00:00:54,2017-06-30 00:00:54,1,1 
38.100.171.jfc,2017-06-30 00:00:54,2017-06-30 00:00:54,1,1 
54.226.190.bfb,2017-06-30 00:00:54,2017-06-30 00:00:54,1,1 
12.247.105.hhg,2017-06-30 00:00:03,2017-06-30 00:00:55,53,10 
180.76.15.jeh,2017-06-30 00:00:40,2017-06-30 00:00:55,16,3 
184.106.197.fed,2017-06-30 00:00:55,2017-06-30 00:00:55,1,1 
52.91.131.eda,2017-06-30 00:00:55,2017-06-30 00:00:55,1,1 
66.231.197.efi,2017-06-30 00:00:55,2017-06-30 00:00:55,1,1 
70.33.18.fec,2017-06-30 00:00:55,2017-06-30 00:00:55,1,1 
198.182.154.ech,2017-06-30 00:00:03,2017-06-30 00:00:56,54,4 
34.201.137.bfc,2017-06-30 00:00:19,2017-06-30 00:00:56,38,2 
180.76.15.jbh,2017-06-30 00:00:47,2017-06-30 00:00:56,10,2 
115.113.198.fef,2017-06-30 00:00:49,2017-06-30 00:00:56,8,12 
123.126.113.bff,2017-06-30 00:00:49,2017-06-30 00:00:56,8,2 
66.249.66.aaa,2017-06-30 00:00:49,2017-06-30 00:00:56,8,2 
47.19.127.eib,2017-06-30 00:00:54,2017-06-30 00:00:56,3,2 
134.159.131.fdh,2017-06-30 00:00:56,2017-06-30 00:00:56,1,1 
52.55.27.bgj,2017-06-30 00:00:56,2017-06-30 00:00:56,1,1 
87.113.215.aje,2017-06-30 00:00:56,2017-06-30 00:00:56,1,1 
54.173.196.gif,2017-06-30 00:00:36,2017-06-30 00:00:57,22,26 
106.38.241.fih,2017-06-30 00:00:57,2017-06-30 00:00:57,1,1 
63.243.252.iae,2017-06-30 00:00:57,2017-06-30 00:00:57,1,1 
96.67.27.eja,2017-06-30 00:00:57,2017-06-30 00:00:57,1,2 
180.76.15.ide,2017-06-30 00:00:58,2017-06-30 00:00:58,1,1 
180.76.15.edd,2017-06-30 00:00:03,2017-06-30 00:00:59,57,4 
180.76.15.bcj,2017-06-30 00:00:06,2017-06-30 00:01:00,55,4 
192.193.171.jhi,2017-06-30 00:00:55,2017-06-30 00:01:00,6,2 
34.200.185.jeb,2017-06-30 00:01:00,2017-06-30 00:01:00,1,1 
52.73.13.efh,2017-06-30 00:00:02,2017-06-30 00:01:01,60,50 
67.202.213.jbj,2017-06-30 00:00:56,2017-06-30 00:01:01,6,2 
46.229.168.aej,2017-06-30 00:01:01,2017-06-30 00:01:01,1,1 
69.174.135.eda,2017-06-30 00:01:01,2017-06-30 00:01:01,1,1 
121.40.49.dff,2017-06-30 00:00:36,2017-06-30 00:01:02,27,6 
106.120.173.caf,2017-06-30 00:01:02,2017-06-30 00:01:02,1,1 
184.172.134.cjj,2017-06-30 00:01:02,2017-06-30 00:01:02,1,6 
198.231.9.bgj,2017-06-30 00:01:02,2017-06-30 00:01:02,1,1 
66.249.66.gge,2017-06-30 00:01:02,2017-06-30 00:01:02,1,1 
209.236.102.efb,2017-06-30 00:01:00,2017-06-30 00:01:03,4,2 
121.12.105.fcf,2017-06-30 00:01:03,2017-06-30 00:01:03,1,2 
184.72.78.abj,2017-06-30 00:01:03,2017-06-30 00:01:03,1,2 
187.227.99.hgh,2017-06-30 00:01:03,2017-06-30 00:01:03,1,1 
203.57.211.eih,2017-06-30 00:01:03,2017-06-30 00:01:03,1,1 
38.140.108.caa,2017-06-30 00:01:03,2017-06-30 00:01:03,1,1 
50.28.104.djc,2017-06-30 00:01:03,2017-06-30 00:01:03,1,4 
52.200.13.fie,2017-06-30 00:01:03,2017-06-30 00:01:03,1,4 
66.249.66.fdf,2017-06-30 00:00:48,2017-06-30 00:01:04,17,5 
207.23.176.fie,2017-06-30 00:00:59,2017-06-30 00:01:04,6,2 
54.86.63.bdh,2017-06-30 00:01:04,2017-06-30 00:01:04,1,2 
54.91.91.jcf,2017-06-30 00:01:04,2017-06-30 00:01:04,1,2 
72.30.14.gfa,2017-06-30 00:01:04,2017-06-30 00:01:04,1,1 
185.25.32.fdh,2017-06-30 00:00:00,2017-06-30 00:01:05,66,173 
216.244.66.ddh,2017-06-30 00:00:00,2017-06-30 00:01:05,66,47 
107.23.191.fhc,2017-06-30 00:01:05,2017-06-30 00:01:05,1,1 
203.177.30.hah,2017-06-30 00:00:13,2017-06-30 00:01:06,54,10 
180.76.15.fab,2017-06-30 00:00:52,2017-06-30 00:01:06,15,2 
54.174.21.hce,2017-06-30 00:01:06,2017-06-30 00:01:06,1,1 
54.84.62.gha,2017-06-30 00:01:06,2017-06-30 00:01:06,1,1 
61.12.94.jfc,2017-06-30 00:01:06,2017-06-30 00:01:06,1,1 
131.252.61.cfi,2017-06-30 00:01:07,2017-06-30 00:01:07,1,1 
210.175.208.cac,2017-06-30 00:01:07,2017-06-30 00:01:07,1,1 
180.76.15.bgj,2017-06-30 00:00:04,2017-06-30 00:01:08,65,5 
69.57.235.bjh,2017-06-30 00:01:08,2017-06-30 00:01:08,1,1 
180.76.15.aea,2017-06-30 00:00:15,2017-06-30 00:01:10,56,5 
66.249.66.jag,2017-06-30 00:00:42,2017-06-30 00:01:10,29,31 
218.30.103.ech,2017-06-30 00:01:10,2017-06-30 00:01:10,1,1 
180.76.15.hec,2017-06-30 00:00:04,2017-06-30 00:01:11,68,5 
108.31.146.bdf,2017-06-30 00:01:11,2017-06-30 00:01:11,1,1 
46.229.168.gai,2017-06-30 00:01:11,2017-06-30 00:01:11,1,1 
210.51.244.fdi,2017-06-30 00:00:28,2017-06-30 00:01:12,45,6 
69.174.87.gfa,2017-06-30 00:00:45,2017-06-30 00:01:12,28,3 
65.78.43.ehd,2017-06-30 00:01:12,2017-06-30 00:01:12,1,1 
46.12.130.gfj,2017-06-30 00:00:14,2017-06-30 00:01:14,61,185 
184.95.45.ebc,2017-06-30 00:00:42,2017-06-30 00:01:14,33,54 
71.202.114.cah,2017-06-30 00:01:11,2017-06-30 00:01:14,4,2 
174.111.39.bdc,2017-06-30 00:01:14,2017-06-30 00:01:14,1,1 
66.19.225.ahd,2017-06-30 00:01:14,2017-06-30 00:01:14,1,1 
98.189.176.aba,2017-06-30 00:00:31,2017-06-30 00:01:15,45,4 
121.58.175.ahb,2017-06-30 00:01:06,2017-06-30 00:01:15,10,3 
50.35.79.cjj,2017-06-30 00:01:11,2017-06-30 00:01:15,5,56 
123.126.113.cib,2017-06-30 00:01:15,2017-06-30 00:01:15,1,1 
46.229.168.fjc,2017-06-30 00:01:15,2017-06-30 00:01:15,1,1 
69.128.227.bic,2017-06-30 00:01:15,2017-06-30 00:01:15,1,1 
216.228.233.jdd,2017-06-30 00:00:02,2017-06-30 00:01:16,75,768 
100.43.85.jbj,2017-06-30 00:00:58,2017-06-30 00:01:16,19,7 
107.77.227.ahb,2017-06-30 00:01:16,2017-06-30 00:01:16,1,1 
95.111.49.aed,2017-06-30 00:00:00,2017-06-30 00:01:17,78,233 
141.8.143.idd,2017-06-30 00:00:56,2017-06-30 00:01:17,22,10 
84.201.133.ced,2017-06-30 00:01:01,2017-06-30 00:01:17,17,6 
77.88.47.ceb,2017-06-30 00:01:03,2017-06-30 00:01:17,15,3 
205.197.242.caf,2017-06-30 00:01:17,2017-06-30 00:01:17,1,1 
121.40.85.fbb,2017-06-30 00:00:06,2017-06-30 00:01:18,73,16 
204.101.161.fcg,2017-06-30 00:01:18,2017-06-30 00:01:18,1,1 
167.219.88.egd,2017-06-30 00:00:36,2017-06-30 00:01:19,44,5 
180.76.15.gha,2017-06-30 00:01:19,2017-06-30 00:01:19,1,1 
34.199.148.jhf,2017-06-30 00:01:19,2017-06-30 00:01:19,1,1 
98.3.20.bji,2017-06-30 00:01:19,2017-06-30 00:01:19,1,1 
94.156.218.jad,2017-06-30 00:00:00,2017-06-30 00:01:20,81,240 
180.76.15.bji,2017-06-30 00:01:20,2017-06-30 00:01:20,1,1 
199.207.253.eda,2017-06-30 00:01:20,2017-06-30 00:01:20,1,1 
96.127.52.gig,2017-06-30 00:01:20,2017-06-30 00:01:20,1,4 
155.201.34.ahg,2017-06-30 00:00:00,2017-06-30 00:01:21,82,7 
180.76.15.hbf,2017-06-30 00:00:04,2017-06-30 00:01:21,78,10 
64.39.108.jig,2017-06-30 00:01:18,2017-06-30 00:01:21,4,2 
180.76.15.hgj,2017-06-30 00:00:18,2017-06-30 00:01:22,65,4 
180.76.15.fjf,2017-06-30 00:01:20,2017-06-30 00:01:22,3,2 
200.36.254.jbj,2017-06-30 00:01:22,2017-06-30 00:01:22,1,1 
50.59.62.eja,2017-06-30 00:01:22,2017-06-30 00:01:22,1,1 
52.5.98.efi,2017-06-30 00:01:22,2017-06-30 00:01:22,1,4 
69.191.211.aag,2017-06-30 00:01:22,2017-06-30 00:01:22,1,1 
69.191.211.eff,2017-06-30 00:01:22,2017-06-30 00:01:22,1,1 
180.76.15.haa,2017-06-30 00:00:03,2017-06-30 00:01:23,81,6 
180.76.15.ceb,2017-06-30 00:00:05,2017-06-30 00:01:23,79,3 
24.87.212.def,2017-06-30 00:00:14,2017-06-30 00:01:23,70,9 
54.202.221.gii,2017-06-30 00:00:46,2017-06-30 00:01:23,38,26 
192.159.160.aag,2017-06-30 00:01:21,2017-06-30 00:01:23,3,2 
163.172.71.jij,2017-06-30 00:01:23,2017-06-30 00:01:23,1,3 
185.20.6.ggf,2017-06-30 00:01:23,2017-06-30 00:01:23,1,1 
34.207.237.jfd,2017-06-30 00:01:23,2017-06-30 00:01:23,1,1 
72.47.244.fab,2017-06-30 00:01:23,2017-06-30 00:01:23,1,2 
64.60.119.bbi,2017-06-30 00:00:52,2017-06-30 00:01:24,33,5 
50.112.160.bdf,2017-06-30 00:01:06,2017-06-30 00:01:24,19,10 
54.202.50.ecg,2017-06-30 00:01:12,2017-06-30 00:01:24,13,2 
34.229.147.jcd,2017-06-30 00:01:16,2017-06-30 00:01:24,9,130 
192.223.136.gjc,2017-06-30 00:01:17,2017-06-30 00:01:24,8,3 
114.248.91.cdg,2017-06-30 00:01:24,2017-06-30 00:01:24,1,1 
68.192.50.aef,2017-06-30 00:01:24,2017-06-30 00:01:24,1,1 
67.79.31.ech,2017-06-30 00:01:25,2017-06-30 00:01:25,1,1 
180.76.15.egd,2017-06-30 00:00:09,2017-06-30 00:01:26,78,5 
108.51.115.hji,2017-06-30 00:01:26,2017-06-30 00:01:26,1,1 
38.108.201.jde,2017-06-30 00:01:26,2017-06-30 00:01:26,1,1 
185.25.32.fgi,2017-06-30 00:00:00,2017-06-30 00:01:27,88,15 
107.77.211.jag,2017-06-30 00:01:27,2017-06-30 00:01:27,1,1 
203.190.151.ebi,2017-06-30 00:01:26,2017-06-30 00:01:28,3,5 
54.69.169.cdg,2017-06-30 00:01:27,2017-06-30 00:01:28,2,2 
